Date,Open,High,Low,Close,Volume,crypto_name,year,month
2022-01-01 00:00:00+00:00,46311.74609375,47827.3125,46288.484375,47686.8125,24582667004,BTC,2022,1
2022-01-02 00:00:00+00:00,47680.92578125,47881.40625,46856.9375,47345.21875,27951569547,BTC,2022,1
2022-01-03 00:00:00+00:00,47343.54296875,47510.7265625,45835.96484375,46458.1171875,33071628362,BTC,2022,1
2022-01-04 00:00:00+00:00,46458.8515625,47406.546875,45752.46484375,45897.57421875,42494677905,BTC,2022,1
2022-01-05 00:00:00+00:00,45899.359375,46929.046875,42798.22265625,43569.00390625,36851084859,BTC,2022,1
2022-01-06 00:00:00+00:00,43565.51171875,43748.71875,42645.5390625,43160.9296875,30208048289,BTC,2022,1
2022-01-07 00:00:00+00:00,43153.5703125,43153.5703125,41077.4453125,41557.90234375,84196607520,BTC,2022,1
2022-01-08 00:00:00+00:00,41561.46484375,42228.94140625,40672.27734375,41733.94140625,28066355845,BTC,2022,1
2022-01-09 00:00:00+00:00,41734.7265625,42663.94921875,41338.16015625,41911.6015625,21294384372,BTC,2022,1
2022-01-10 00:00:00+00:00,41910.23046875,42199.484375,39796.5703125,41821.26171875,32104232331,BTC,2022,1
2022-01-11 00:00:00+00:00,41819.5078125,43001.15625,41407.75390625,42735.85546875,26327648900,BTC,2022,1
2022-01-12 00:00:00+00:00,42742.1796875,44135.3671875,42528.98828125,43949.1015625,33499938689,BTC,2022,1
2022-01-13 00:00:00+00:00,43946.7421875,44278.421875,42447.04296875,42591.5703125,47691135082,BTC,2022,1
2022-01-14 00:00:00+00:00,42598.87109375,43346.6875,41982.6171875,43099.69921875,23577403399,BTC,2022,1
2022-01-15 00:00:00+00:00,43101.8984375,43724.671875,42669.03515625,43177.3984375,18371348298,BTC,2022,1
2022-01-16 00:00:00+00:00,43172.0390625,43436.80859375,42691.0234375,43113.87890625,17902097845,BTC,2022,1
2022-01-17 00:00:00+00:00,43118.12109375,43179.390625,41680.3203125,42250.55078125,21690904261,BTC,2022,1
2022-01-18 00:00:00+00:00,42250.07421875,42534.40234375,41392.21484375,42375.6328125,22417209227,BTC,2022,1
2022-01-19 00:00:00+00:00,42374.0390625,42478.3046875,41242.9140625,41744.328125,23091543258,BTC,2022,1
2022-01-20 00:00:00+00:00,41744.02734375,43413.0234375,40672.82421875,40680.41796875,20382033940,BTC,2022,1
2022-01-21 00:00:00+00:00,40699.60546875,41060.52734375,35791.42578125,36457.31640625,43011992031,BTC,2022,1
2022-01-22 00:00:00+00:00,36471.58984375,36688.8125,34349.25,35030.25,39714385405,BTC,2022,1
2022-01-23 00:00:00+00:00,35047.359375,36433.3125,34784.96875,36276.8046875,26017975951,BTC,2022,1
2022-01-24 00:00:00+00:00,36275.734375,37247.51953125,33184.05859375,36654.328125,41856658597,BTC,2022,1
2022-01-25 00:00:00+00:00,36654.8046875,37444.5703125,35779.4296875,36954.00390625,26428189594,BTC,2022,1
2022-01-26 00:00:00+00:00,36950.515625,38825.41015625,36374.90625,36852.12109375,31324598034,BTC,2022,1
2022-01-27 00:00:00+00:00,36841.87890625,37148.32421875,35629.28125,37138.234375,25041426629,BTC,2022,1
2022-01-28 00:00:00+00:00,37128.4453125,37952.87890625,36211.109375,37784.33203125,22238830523,BTC,2022,1
2022-01-29 00:00:00+00:00,37780.71484375,38576.26171875,37406.47265625,38138.1796875,17194183075,BTC,2022,1
2022-01-30 00:00:00+00:00,38151.91796875,38266.33984375,37437.7109375,37917.6015625,14643548444,BTC,2022,1
2022-01-31 00:00:00+00:00,37920.28125,38647.26171875,36733.57421875,38483.125,20734730465,BTC,2022,1
2022-02-01 00:00:00+00:00,38481.765625,39115.1328125,38113.6640625,38743.2734375,20288500328,BTC,2022,2
2022-02-02 00:00:00+00:00,38743.71484375,38834.6171875,36832.73046875,36952.984375,19155189416,BTC,2022,2
2022-02-03 00:00:00+00:00,36944.8046875,37154.6015625,36375.5390625,37154.6015625,18591534769,BTC,2022,2
2022-02-04 00:00:00+00:00,37149.265625,41527.78515625,37093.62890625,41500.875,29412210792,BTC,2022,2
2022-02-05 00:00:00+00:00,41501.48046875,41847.1640625,41038.09765625,41441.1640625,19652846215,BTC,2022,2
2022-02-06 00:00:00+00:00,41441.12109375,42500.78515625,41244.90625,42412.43359375,16142097334,BTC,2022,2
2022-02-07 00:00:00+00:00,42406.78125,44401.86328125,41748.15625,43840.28515625,28641855926,BTC,2022,2
2022-02-08 00:00:00+00:00,43854.65234375,45293.8671875,42807.8359375,44118.4453125,33079398868,BTC,2022,2
2022-02-09 00:00:00+00:00,44096.703125,44727.80078125,43232.96875,44338.796875,23245887300,BTC,2022,2
2022-02-10 00:00:00+00:00,44347.80078125,45661.171875,43402.80859375,43565.11328125,32142048537,BTC,2022,2
2022-02-11 00:00:00+00:00,43571.12890625,43810.83203125,42114.5390625,42407.9375,26954925781,BTC,2022,2
2022-02-12 00:00:00+00:00,42412.30078125,42992.55078125,41852.57421875,42244.46875,18152390304,BTC,2022,2
2022-02-13 00:00:00+00:00,42236.56640625,42693.0546875,41950.94140625,42197.515625,14741589015,BTC,2022,2
2022-02-14 00:00:00+00:00,42157.3984375,42775.77734375,41681.95703125,42586.91796875,20827783012,BTC,2022,2
2022-02-15 00:00:00+00:00,42586.46484375,44667.21875,42491.03515625,44575.203125,22721659051,BTC,2022,2
2022-02-16 00:00:00+00:00,44578.27734375,44578.27734375,43456.69140625,43961.859375,19792547657,BTC,2022,2
2022-02-17 00:00:00+00:00,43937.0703125,44132.97265625,40249.37109375,40538.01171875,26246662813,BTC,2022,2
2022-02-18 00:00:00+00:00,40552.1328125,40929.15234375,39637.6171875,40030.9765625,23310007704,BTC,2022,2
2022-02-19 00:00:00+00:00,40026.0234375,40418.87890625,39713.05859375,40122.15625,13736557863,BTC,2022,2
2022-02-20 00:00:00+00:00,40118.1015625,40119.890625,38112.8125,38431.37890625,18340576452,BTC,2022,2
2022-02-21 00:00:00+00:00,38423.2109375,39394.4375,36950.4765625,37075.28125,29280402798,BTC,2022,2
2022-02-22 00:00:00+00:00,37068.76953125,38359.85546875,36488.93359375,38286.02734375,25493150450,BTC,2022,2
2022-02-23 00:00:00+00:00,38285.28125,39122.39453125,37201.81640625,37296.5703125,21849073843,BTC,2022,2
2022-02-24 00:00:00+00:00,37278.56640625,38968.83984375,34459.21875,38332.609375,46383802093,BTC,2022,2
2022-02-25 00:00:00+00:00,38333.74609375,39630.32421875,38111.34375,39214.21875,26545599159,BTC,2022,2
2022-02-26 00:00:00+00:00,39213.08203125,40005.34765625,38702.53515625,39105.1484375,17467554129,BTC,2022,2
2022-02-27 00:00:00+00:00,39098.69921875,39778.94140625,37268.9765625,37709.78515625,23450127612,BTC,2022,2
2022-02-28 00:00:00+00:00,37706.0,43760.45703125,37518.21484375,43193.234375,35690014104,BTC,2022,2
2022-03-01 00:00:00+00:00,43194.50390625,44793.6015625,42952.5859375,44354.63671875,32479047645,BTC,2022,3
2022-03-02 00:00:00+00:00,44357.6171875,45077.578125,43432.8515625,43924.1171875,29183112630,BTC,2022,3
2022-03-03 00:00:00+00:00,43925.1953125,44021.578125,41914.75,42451.7890625,24967782593,BTC,2022,3
2022-03-04 00:00:00+00:00,42458.140625,42479.61328125,38805.84765625,39137.60546875,28516271427,BTC,2022,3
2022-03-05 00:00:00+00:00,39148.44921875,39566.3359375,38777.03515625,39400.5859375,16975917450,BTC,2022,3
2022-03-06 00:00:00+00:00,39404.19921875,39640.17578125,38211.6484375,38419.984375,19745229902,BTC,2022,3
2022-03-07 00:00:00+00:00,38429.3046875,39430.2265625,37260.203125,38062.0390625,28546143503,BTC,2022,3
2022-03-08 00:00:00+00:00,38059.90234375,39304.44140625,37957.38671875,38737.26953125,25776583476,BTC,2022,3
2022-03-09 00:00:00+00:00,38742.81640625,42465.671875,38706.09375,41982.92578125,32284121034,BTC,2022,3
2022-03-10 00:00:00+00:00,41974.0703125,42004.7265625,38832.94140625,39437.4609375,31078064711,BTC,2022,3
2022-03-11 00:00:00+00:00,39439.96875,40081.6796875,38347.43359375,38794.97265625,26364890465,BTC,2022,3
2022-03-12 00:00:00+00:00,38794.46484375,39308.59765625,38772.53515625,38904.01171875,14616450657,BTC,2022,3
2022-03-13 00:00:00+00:00,38884.7265625,39209.3515625,37728.14453125,37849.6640625,17300745310,BTC,2022,3
2022-03-14 00:00:00+00:00,37846.31640625,39742.5,37680.734375,39666.75390625,24322159070,BTC,2022,3
2022-03-15 00:00:00+00:00,39664.25,39794.62890625,38310.2109375,39338.78515625,23934000868,BTC,2022,3
2022-03-16 00:00:00+00:00,39335.5703125,41465.453125,39022.34765625,41143.9296875,39616916192,BTC,2022,3
2022-03-17 00:00:00+00:00,41140.84375,41287.53515625,40662.87109375,40951.37890625,22009601093,BTC,2022,3
2022-03-18 00:00:00+00:00,40944.83984375,42195.74609375,40302.3984375,41801.15625,34421564942,BTC,2022,3
2022-03-19 00:00:00+00:00,41794.6484375,42316.5546875,41602.66796875,42190.65234375,19664853187,BTC,2022,3
2022-03-20 00:00:00+00:00,42191.40625,42241.1640625,41004.7578125,41247.82421875,20127946682,BTC,2022,3
2022-03-21 00:00:00+00:00,41246.1328125,41454.41015625,40668.04296875,41077.99609375,24615543271,BTC,2022,3
2022-03-22 00:00:00+00:00,41074.10546875,43124.70703125,40948.28125,42358.80859375,32004652376,BTC,2022,3
2022-03-23 00:00:00+00:00,42364.37890625,42893.5078125,41877.5078125,42892.95703125,25242943069,BTC,2022,3
2022-03-24 00:00:00+00:00,42886.65234375,44131.85546875,42726.1640625,43960.93359375,31042992291,BTC,2022,3
2022-03-25 00:00:00+00:00,43964.546875,44999.4921875,43706.28515625,44348.73046875,30574413034,BTC,2022,3
2022-03-26 00:00:00+00:00,44349.859375,44735.99609375,44166.2734375,44500.828125,16950455995,BTC,2022,3
2022-03-27 00:00:00+00:00,44505.35546875,46827.546875,44437.29296875,46820.4921875,28160889722,BTC,2022,3
2022-03-28 00:00:00+00:00,46821.8515625,48086.8359375,46690.203125,47128.00390625,36362175703,BTC,2022,3
2022-03-29 00:00:00+00:00,47100.4375,48022.2890625,47100.4375,47465.73046875,31397059069,BTC,2022,3
2022-03-30 00:00:00+00:00,47456.8984375,47655.1484375,46746.2109375,47062.6640625,29333883962,BTC,2022,3
2022-03-31 00:00:00+00:00,47062.1484375,47512.02734375,45390.5390625,45538.67578125,33327427106,BTC,2022,3
2022-04-01 00:00:00+00:00,45554.1640625,46616.2421875,44403.140625,46281.64453125,38162644287,BTC,2022,4
2022-04-02 00:00:00+00:00,46285.5,47028.28125,45782.51171875,45868.94921875,29336594194,BTC,2022,4
2022-04-03 00:00:00+00:00,45859.12890625,47313.4765625,45634.10546875,46453.56640625,25414397610,BTC,2022,4
2022-04-04 00:00:00+00:00,46445.2734375,46791.08984375,45235.81640625,46622.67578125,32499785455,BTC,2022,4
2022-04-05 00:00:00+00:00,46624.5078125,47106.140625,45544.80859375,45555.9921875,29640604055,BTC,2022,4
2022-04-06 00:00:00+00:00,45544.35546875,45544.35546875,43193.953125,43206.73828125,39393395788,BTC,2022,4
2022-04-07 00:00:00+00:00,43207.5,43860.69921875,42899.90625,43503.84765625,26101973106,BTC,2022,4
2022-04-08 00:00:00+00:00,43505.13671875,43903.01953125,42183.2890625,42287.6640625,27215995394,BTC,2022,4
2022-04-09 00:00:00+00:00,42282.078125,42786.81640625,42183.25390625,42782.13671875,16050772496,BTC,2022,4
2022-04-10 00:00:00+00:00,42781.08984375,43376.37890625,42021.20703125,42207.671875,17654475582,BTC,2022,4
2022-04-11 00:00:00+00:00,42201.0390625,42424.58984375,39373.05859375,39521.90234375,33949912166,BTC,2022,4
2022-04-12 00:00:00+00:00,39533.71484375,40617.5859375,39388.328125,40127.18359375,30991500854,BTC,2022,4
2022-04-13 00:00:00+00:00,40123.5703125,41430.0546875,39712.74609375,41166.73046875,27691105228,BTC,2022,4
2022-04-14 00:00:00+00:00,41160.21875,41451.48046875,39695.74609375,39935.515625,24342001973,BTC,2022,4
2022-04-15 00:00:00+00:00,39939.40234375,40617.72265625,39866.83203125,40553.46484375,21756855753,BTC,2022,4
2022-04-16 00:00:00+00:00,40552.31640625,40633.6796875,40078.42578125,40424.484375,16833150693,BTC,2022,4
2022-04-17 00:00:00+00:00,40417.77734375,40570.7265625,39620.89453125,39716.953125,19087633042,BTC,2022,4
2022-04-18 00:00:00+00:00,39721.203125,40986.3203125,38696.19140625,40826.21484375,33705182072,BTC,2022,4
2022-04-19 00:00:00+00:00,40828.17578125,41672.9609375,40618.6328125,41502.75,25303206547,BTC,2022,4
2022-04-20 00:00:00+00:00,41501.74609375,42126.30078125,40961.09765625,41374.37890625,27819532341,BTC,2022,4
2022-04-21 00:00:00+00:00,41371.515625,42893.58203125,40063.828125,40527.36328125,35372786395,BTC,2022,4
2022-04-22 00:00:00+00:00,40525.86328125,40777.7578125,39315.41796875,39740.3203125,28011716745,BTC,2022,4
2022-04-23 00:00:00+00:00,39738.72265625,39935.859375,39352.203125,39486.73046875,16138021249,BTC,2022,4
2022-04-24 00:00:00+00:00,39478.375,39845.92578125,39233.5390625,39469.29296875,17964398167,BTC,2022,4
2022-04-25 00:00:00+00:00,39472.60546875,40491.75390625,38338.37890625,40458.30859375,35445730570,BTC,2022,4
2022-04-26 00:00:00+00:00,40448.421875,40713.890625,37884.984375,38117.4609375,34569088416,BTC,2022,4
2022-04-27 00:00:00+00:00,38120.30078125,39397.91796875,37997.3125,39241.12109375,30981015184,BTC,2022,4
2022-04-28 00:00:00+00:00,39241.4296875,40269.46484375,38941.421875,39773.828125,33903704907,BTC,2022,4
2022-04-29 00:00:00+00:00,39768.6171875,39887.26953125,38235.53515625,38609.82421875,30882994649,BTC,2022,4
2022-04-30 00:00:00+00:00,38605.859375,38771.2109375,37697.94140625,37714.875,23895713731,BTC,2022,4
2022-05-01 00:00:00+00:00,37713.265625,38627.859375,37585.7890625,38469.09375,27002760110,BTC,2022,5
2022-05-02 00:00:00+00:00,38472.1875,39074.97265625,38156.5625,38529.328125,32922642426,BTC,2022,5
2022-05-03 00:00:00+00:00,38528.109375,38629.99609375,37585.62109375,37750.453125,27326943244,BTC,2022,5
2022-05-04 00:00:00+00:00,37748.01171875,39902.94921875,37732.05859375,39698.37109375,36754404490,BTC,2022,5
2022-05-05 00:00:00+00:00,39695.74609375,39789.28125,35856.515625,36575.140625,43106256317,BTC,2022,5
2022-05-06 00:00:00+00:00,36573.18359375,36624.359375,35482.1328125,36040.921875,37795577489,BTC,2022,5
2022-05-07 00:00:00+00:00,36042.50390625,36129.92578125,34940.82421875,35501.953125,24375896406,BTC,2022,5
2022-05-08 00:00:00+00:00,35502.94140625,35502.94140625,33878.96484375,34059.265625,36763041910,BTC,2022,5
2022-05-09 00:00:00+00:00,34060.015625,34222.07421875,30296.953125,30296.953125,63355494961,BTC,2022,5
2022-05-10 00:00:00+00:00,30273.654296875,32596.30859375,29944.802734375,31022.90625,59811038817,BTC,2022,5
2022-05-11 00:00:00+00:00,31016.18359375,32013.40234375,28170.4140625,28936.35546875,70388855818,BTC,2022,5
2022-05-12 00:00:00+00:00,28936.734375,30032.439453125,26350.490234375,29047.751953125,66989173272,BTC,2022,5
2022-05-13 00:00:00+00:00,29030.91015625,30924.802734375,28782.330078125,29283.103515625,42841124537,BTC,2022,5
2022-05-14 00:00:00+00:00,29285.642578125,30192.802734375,28702.91015625,30101.265625,28579868620,BTC,2022,5
